SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1.3691440415196396,-1.1793896043952328,-0.13607420918454471,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
0,0.6757366545132419,0.6789654762617551,0.8819332712525734,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0
0,0.9204686734566764,-0.32091939703712563,0.3638480317809357,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0
0,-1.2821194970342338,-0.69358863433987,-0.9888555748816312,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1,1.613876060463074,0.4527020107565176,1.455540994051145,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,-1.2005421573864221,-1.4539004265155577,-0.9853373185123998,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,-1.2821194970342338,0.6456914372168673,-0.9711543475239355,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
1,0.9612573432805821,1.3261455356848244,1.56069288128655,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
0,-0.5071347703800245,-0.4357148317419889,-0.5579571260600102,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
0,-0.18082541178877864,-0.16286771157390817,-0.2684925832814932,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0
0,-0.4255574307322131,-1.2858665293388742,-0.7417640322500454,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-0.9558101384429878,-0.6569871913904932,-0.8250807408939076,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0.6757366545132419,0.3179421526247218,0.6285968235656019,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
0,-1.3229081668581395,-1.4938292733694234,-0.393643559065748,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-1.2413308272103278,0.8736186046743495,-0.9341246992377746,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
1,-1.2821194970342338,0.38449023071449756,-0.974606636586244,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0.9612573432805821,-0.4057681966015896,0.31978187075631176,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0
0,-0.7518667893234591,-1.4971566772739122,-0.8834398184185341,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-0.8334441289712705,1.1730849560783405,-0.4961897376776907,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1
1,-0.5887121100278361,0.9651222120477911,-0.24129206372687256,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,0
0,-0.9558101384429878,0.13826234178232705,-0.7206325049323491,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0
1,1.124412022576205,1.1348198111767192,1.638336401535026,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0
1,-0.09924807214096716,0.8919193261490377,0.2047568765847514,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
1,-1.1597534875625164,-0.5372006508288968,-0.9291331730139276,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.349427295921996,0.5209137907985377,0.42717664642710174,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0
1,-0.3439800910844016,0.16987267887497062,-0.24626160084841206,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,-1.2413308272103278,-1.4871744655604457,-0.9929455479108629,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
1,1.450721381167451,1.1747486580305848,2.0050046825158656,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
1,-0.7110781194995532,1.0516347135644994,-0.39594142025690227,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
0,-0.8742327987951762,0.00017507974604262936,-0.7015899423338839,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,0
0,-1.2821194970342338,-1.4871744655604457,-0.9993443766824026,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,0.18627261662637304,1.151456830699163,0.6462320836163744,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,0.3086386260980903,0.6656558606438002,0.47341972858018755,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
1,0.9612573432805821,1.2030315912187393,1.451912792170375,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
0,-0.9558101384429878,0.4809849439446721,-0.7174220959954254,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
0,-1.2821194970342338,0.14824455349579332,-0.9777290891139369,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0.18627261662637304,-1.4821833597037126,-0.7014140295154223,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0
1,1.287566701871828,1.2379693322158714,1.9330783288673905,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
0,-1.1597534875625164,-0.4689888707868768,-0.9192600660777717,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0
0,-0.6295007798517418,0.6839565821184885,-0.3698403558176665,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,1.4099327113435454,-1.5054751870351342,-0.42103098598998395,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-0.9965988082668935,0.6207359079332013,-0.7091541935277316,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
0,0.4717933053937132,-0.3608482438909912,0.036342342010103605,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,0
0,-0.6295007798517418,0.1815185925406812,-0.47976387825384137,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0
0,0.5941593148654305,0.46601162637447296,0.597130418163288,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
0,-0.6295007798517418,-0.30095497361019286,-0.5959323057454021,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,1
0,1.124412022576205,0.3146147487202327,0.9502534121225866,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,-1.2413308272103278,1.0183606745196117,-0.9283415653308504,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0
0,1.5730873906391682,-0.20778766428450687,0.8147785528048683,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0.349427295921996,-1.4722011479902464,-0.6231768035046381,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
0,1.002046013104488,-0.24605280918612787,0.42807819962171717,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
0,1.5730873906391682,0.6423640333123787,1.6114877076173288,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0.5941593148654305,1.6156296753753492,1.3304449910226595,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0
0,-0.05845940231706142,0.5175863868940491,0.0600465942978005,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,-0.9558101384429878,-0.16619511547839702,-0.76969019218082,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
0,-0.4255574307322131,0.9917414432837014,-0.16608933383455046,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1
0,0.7573139941610534,-0.14623069205146424,0.3645296939524742,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
1,-0.18082541178877864,-0.01479823782415701,-0.18689102461763143,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
1,1.5322987208152625,0.8370171617249725,1.7770876370965911,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,-0.9965988082668935,0.3229332584814547,-0.7668316088808195,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
0,0.2270612864502788,-1.4871744655604457,-0.6801285784815722,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0
0,0.023117937330750068,0.6140811001242237,0.20462494197090514,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,-1.1189648177386107,-1.5121299948441116,-0.9703847289431661,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,0.9612573432805821,-1.4539004265155577,-0.46349194254614595,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
0,0.3902159657459017,-0.34421122436854723,0.07145893839549511,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
0,1.5730873906391682,1.7021421768920575,2.640863553947526,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
0,-0.7926554591473648,-1.508802590939623,-0.8915537971700742,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-0.5479234402039304,0.8336897578204839,-0.2683386595653393,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0
1,-1.1597534875625164,0.3162784506724775,-0.8733907986639169,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
1,-0.7518667893234591,-1.5054751870351342,-0.9076718091616157,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,0.2270612864502788,0.644027735264623,0.427440515654794,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,1
0,1.613876060463074,0.006829887555019827,1.0826278080149196,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
0,-1.078176147914705,1.3444462571595126,-0.768458802451589,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,1.613876060463074,0.0966697929762172,1.1047708340387699,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,0
0,0.8388913338088649,1.0932272623706094,1.20968084114879,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0
0,0.6757366545132419,1.1481294267946744,1.2016768079087885,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
0,-1.2821194970342338,-0.0697004022482222,-0.980609661516245,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0
0,-0.915021468619082,0.00017507974604262936,-0.7067353922738849,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,0
0,-1.2413308272103278,1.0349976940420555,-0.9313540723470048,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-1.078176147914705,0.6639921586915555,-0.7780020728531293,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
1,-0.7110781194995532,1.0449799057555218,-0.38076893966459163,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1
0,0.7981026639849592,-1.3424323957151836,-0.4228560814815228,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,0.2678499562741845,-1.5021477831306453,-0.6748951721323403,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-0.7926554591473648,-1.1261511419234125,-0.8555136584877596,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,-0.6295007798517418,-1.0146831111230379,-0.7475471661569696,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
0,1.0428346829283937,1.2762344771174927,1.6382264560234876,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,1
0,1.5730873906391682,1.1747486580305848,2.1621607967089727,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0
0,1.613876060463074,0.7005936016409324,1.6972671957196526,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,1.5730873906391682,0.6939387938319548,1.7288875248381206,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,1.450721381167451,0.19649191011088085,1.1290907811910822,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,0
0,1.5730873906391682,-1.5071388889873785,-0.3852767056376694,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,-0.9965988082668935,0.33125176824267666,-0.7564747416938944,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,1.3691440415196396,0.8370171617249725,1.6154897242373294,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
0,-0.8742327987951762,1.151456830699163,-0.5434003403323151,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
1,-1.2821194970342338,0.154899361304771,-0.977641132704706,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,0.2270612864502788,0.174863784731704,0.09006171894780625,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,1
0,-0.5071347703800245,-1.3091583566702958,-0.7850825637962076,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0
0,1.613876060463074,1.306181112257892,2.2035222981497498,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
0,0.10469527697856156,-0.09299222957964358,-0.08640082707145834,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
1,0.3902159657459017,1.020024376471856,0.7203793365979271,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
1,-1.1189648177386107,0.5358871083687373,-0.8447829765616036,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,0.512581975217619,1.0699354350391876,0.9202382874725809,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0
0,-1.2821194970342338,-1.4605552343245356,-0.9989925510454793,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,1
0,0.2678499562741845,0.27468590186636765,0.19275082672474902,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
0,-1.078176147914705,-0.29929127165794855,-0.8475536034523735,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1,0.7573139941610534,-1.1793896043952328,-0.36643204495997356,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
1,-0.46634610055611886,0.7205580250678649,-0.1914427687953246,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0,0.9612573432805821,-0.17950473109635212,0.48230332591249686,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
0,-0.8334441289712705,0.30463253700676646,-0.6244521714384844,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,1
0,-0.7518667893234591,0.5907892727928025,-0.4870862493223043,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,0.5533706450415247,1.1614390424126293,0.9229649361587352,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
0,0.6349479846893362,0.46601162637447296,0.6504100130548368,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,-0.7110781194995532,-1.314149462527029,-0.8324910683716014,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,1
1,0.5533706450415247,0.6689832645482888,0.7374428799886996,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0,0.3902159657459017,0.9817592315702351,0.7573210284748573,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
1,0.10469527697856156,1.236305630263627,0.5101415294340408,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0
0,-0.3439800910844016,0.5358871083687373,-0.16215328452147287,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
0,1.613876060463074,0.703921005545421,1.7666428135004353,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0.023117937330750068,-0.18283213500084095,-0.14942159428531657,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
0,0.9612573432805821,-0.16952251938288584,0.5122964614601948,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
1,-0.8334441289712705,-1.1827170082997216,-0.8405830580208337,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
1,1.2059893622240165,0.5009493673716051,1.1114115429356943,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
0,1.613876060463074,1.371065488395423,2.311510779582848,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0
0,-1.2005421573864221,-0.6503323835815156,-0.9459988144839308,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0.9612573432805821,1.3494373630162462,1.5939404039757867,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1.0836233527522994,-0.00814343001517934,0.6345558702909875,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,0
0,-0.017670732493155674,0.35287989362185396,0.01413334867933012,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,-0.38476876090830736,1.143138320937941,-0.04668850830375834,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1
1,1.002046013104488,0.8569815851519056,1.2785507095764956,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,0
0,0.4310046355698075,-0.8133751749014662,-0.1669908870291661,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,-1.2413308272103278,-0.6653057011517152,-0.9593901777893179,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,-0.7518667893234591,0.8237075461070177,-0.4768173385446101,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,1
1,1.613876060463074,1.5274534719063961,2.4582440592821064,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
0,1.1652006924001108,1.425967652819488,1.8599865527966069,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0
0,-0.5479234402039304,-1.4871744655604457,-0.8401432759746796,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,0.8388913338088649,0.8736186046743495,1.130212225408775,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,0
0,1.4915100509913568,1.1464657248424297,2.0071156363374043,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0
0,-1.078176147914705,-1.5104662928918673,-0.9438878606623918,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,1
0,-1.2821194970342338,-1.4888381675126903,-0.9993663657847102,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-0.46634610055611886,-0.10796554714984322,-0.3953477144945945,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0
1,-0.017670732493155674,0.6689832645482888,0.1536981810262801,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,1.5730873906391682,1.4542505860076427,2.3740917647505517,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1
0,1.3691440415196396,0.02679431098195284,0.9175336278887339,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
0,1.5322987208152625,0.5076041751805828,1.4546174517542216,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,0
0,1.613876060463074,0.02679431098195284,1.0039288108556739,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,1.2059893622240165,1.1730849560783405,1.8123801463004439,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,1
0,-1.078176147914705,-0.5139088234974752,-0.8698725422946855,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,0.3086386260980903,-0.34421122436854723,-0.024787362405292723,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,0
1,-0.9965988082668935,0.36119840338307596,-0.7416101085338915,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,0.5941593148654305,0.51425898298956,0.6743121672633029,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,-1.078176147914705,-0.6719605089606927,-0.8866282382531502,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,-1.2821194970342338,0.1499082554480381,-0.9777071000116291,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
0,-0.7110781194995532,1.1730849560783405,-0.38593637870690034,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0
0,-1.2821194970342338,-0.6619782972472263,-0.9884377819377851,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,0.9204686734566764,-0.305946079466926,0.3690814381301675,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0.8796800036327707,0.8786097105310824,1.1752898851395528,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,-0.05845940231706142,-0.16453141352615247,-0.1951589270853253,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
1,-0.915021468619082,0.4776575400401835,-0.6592389312892605,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,0.512581975217619,-1.4805196577514683,-0.5990327691707873,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,1
0,1.613876060463074,0.6839565821184885,1.73051471840889,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
0,1.2467780320479223,1.0349976940420555,1.6787303824742648,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
1,0.18627261662637304,1.2046952931709836,0.6383379958879115,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
